Author_name,#Followers,Author Following,Account Created,Verified,Location,Tweet,Length,Likes,Language,Retweets,Time
Manoj82873142,159,167,20-02-21 15:07,FALSE,,RT @nakulvibhor: Eager to connect with global industry leaders at #AmazonSmbhav and learn about infinite possibilities for a #DigitalIndia.…,"[0, 140]",0,en,40,15-04-21 17:11
SonaGup72436856,1194,1858,15-03-21 8:18,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:11
NHAcharya,369,159,21-03-10 5:43,FALSE,Bombay,"@DealBeeOfficial @Flipkart @amazonIN Yup, that’s what I flagged off!","[37, 68]",1,en,0,15-04-21 17:11
Mandvi62130261,129,199,22-02-21 12:26,FALSE,,RT @nakulvibhor: Eager to connect with global industry leaders at #AmazonSmbhav and learn about infinite possibilities for a #DigitalIndia.…,"[0, 140]",0,en,40,15-04-21 17:11
rahulminda,398,553,07-10-09 12:29,FALSE,"Mumbai, India","RT @ayushkshah4: Delighted that @MySkillmatics has been recognised by @amazonIN as the Global SMB of the year at the Smbhav Awards 2021.
Ec…","[0, 140]",0,en,1,15-04-21 17:10
PriyaSi93425409,159,171,22-02-21 12:32,FALSE,,RT @nakulvibhor: Eager to connect with global industry leaders at #AmazonSmbhav and learn about infinite possibilities for a #DigitalIndia.…,"[0, 140]",0,en,40,15-04-21 17:10
shrama_mukul,151,211,22-02-21 12:34,FALSE,,RT @nakulvibhor: Eager to connect with global industry leaders at #AmazonSmbhav and learn about infinite possibilities for a #DigitalIndia.…,"[0, 140]",0,en,40,15-04-21 17:10
KhoslaAshok04,0,0,04-08-20 8:00,FALSE,,RT @KhoslaAshok04: Amazon is not supportive towards new sellers they discriminate and give pathetic treatment to new sellers There are seve…,"[0, 140]",0,en,3,15-04-21 17:10
Riyapat32910817,791,1110,19-03-21 14:08,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:10
DevashishPant2,2,8,17-11-20 13:56,FALSE,,@IqooInd @amazonIN @IqooInd @amazonIN #BeastMode #IQOO7series https://t.co/cWN6nu8Ono,"[19, 61]",0,und,0,15-04-21 17:10
RichaPa02107236,157,211,22-02-21 12:36,FALSE,,RT @nakulvibhor: Eager to connect with global industry leaders at #AmazonSmbhav and learn about infinite possibilities for a #DigitalIndia.…,"[0, 140]",0,en,40,15-04-21 17:10
Sulekhapatel19,407,965,17-03-21 9:01,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:10
RakeshS34982077,145,203,22-02-21 12:31,FALSE,,RT @nakulvibhor: Eager to connect with global industry leaders at #AmazonSmbhav and learn about infinite possibilities for a #DigitalIndia.…,"[0, 140]",0,en,40,15-04-21 17:10
DealBeeOfficial,11635,122,09-12-14 7:33,FALSE,India,@NHAcharya Both @Flipkart &amp; @amazonIN are only delivering Essentials as per Government guidelines https://t.co/PBFwyUsbra,"[11, 101]",0,en,0,15-04-21 17:10
iamBrekul,4,61,07-07-14 12:22,FALSE,Bangalore,"@AmazonHelp @amazonIN @amazon 
I didn't get proper service from customer chat agents, you should take action on my unresolved cash back issue find out offer details. I raised in last week but they failed to resolve in given tat. https://t.co/70GeYQzIuY","[0, 228]",0,en,1,15-04-21 17:09
RachnaRajpoot5,1147,1769,14-03-21 18:00,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:09
RachnaRajpoot5,1147,1769,14-03-21 18:00,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:09
SHANTAN75296931,173,222,20-02-21 15:10,FALSE,"Maharashtra, India",RT @nakulvibhor: Eager to connect with global industry leaders at #AmazonSmbhav and learn about infinite possibilities for a #DigitalIndia.…,"[0, 140]",0,en,40,15-04-21 17:09
Madhulikathaku7,384,1153,17-03-21 8:45,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:09
DevashishPant2,2,8,17-11-20 13:56,FALSE,,The new beast #IQOO7series @IqooInd @amazonIN https://t.co/2wg0209rRL,"[0, 45]",0,en,0,15-04-21 17:09
MalaRajpoot3,520,1374,17-03-21 8:01,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:09
reenu_kushwaha,875,1533,17-03-21 7:58,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:08
DevashishPant2,2,8,17-11-20 13:56,FALSE,,"This is simply awesome,#BeastMode @IqooInd @amazonIN https://t.co/mnb0FEieEK","[0, 52]",0,en,0,15-04-21 17:08
AyushiP89623999,1107,1810,15-03-21 8:05,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:08
Honey39275639,2,44,18-03-21 4:59,FALSE,,@amazonIN #Navdeep https://t.co/Bk7pe3vw9H,"[0, 18]",0,und,0,15-04-21 17:08
Neetupa14040926,805,1922,17-03-21 7:55,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:08
ayushkshah4,205,501,12-02-11 11:17,FALSE,"Mumbai, India","Delighted that @MySkillmatics has been recognised by @amazonIN as the Global SMB of the year at the Smbhav Awards 2021.
Ecstatic to be building in 🇮🇳 for the 🌎. Looking forward to being part of this amazing journey in the years to come!🚀
@dhvanil_sheth @rahulminda #Smbhav2021 https://t.co/tV0jjQViLh","[0, 276]",8,en,1,15-04-21 17:08
AnoopaNiranjan,1119,1859,14-03-21 17:53,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:08
realNishau_,1041,533,20-12-18 10:57,FALSE,Mumbai,RT @nakulvibhor: Eager to connect with global industry leaders at #AmazonSmbhav and learn about infinite possibilities for a #DigitalIndia.…,"[0, 140]",0,en,40,15-04-21 17:08
Honey39275639,2,44,18-03-21 4:59,FALSE,,@amazonIN #Navdeep https://t.co/jjNOvxDWaF,"[0, 18]",0,und,0,15-04-21 17:08
Saanvi786,200,284,07-06-19 7:59,FALSE,"Mumbai, India",RT @nakulvibhor: Eager to connect with global industry leaders at #AmazonSmbhav and learn about infinite possibilities for a #DigitalIndia.…,"[0, 140]",0,en,40,15-04-21 17:08
aarti00012,871,1854,17-03-21 7:51,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:08
Swetaga94244225,592,1201,17-03-21 8:58,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:07
PriyaPa35980529,1291,2251,15-03-21 6:52,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:07
Swetaga94244225,592,1201,17-03-21 8:58,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:07
PriyaPa11850485,1349,2401,14-03-21 17:47,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:06
SwatiRajpoot18,725,1638,17-03-21 8:53,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:06
jash_babu,208,468,07-06-19 8:04,FALSE,"मुंबई, भारत","RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:06
SwatiRajpoot18,725,1638,17-03-21 8:53,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:06
AnudeepRoyal,1418,1838,27-10-14 13:09,FALSE,BANGALORE,"@amazonIN @AmazonHelp Please give atleast basic training to delivery executives on how to deliver orders, Before you sending them onfield🙏","[0, 138]",0,en,0,15-04-21 17:06
ArjunDeeha,6,134,04-04-20 17:02,FALSE,गोरखपुर,What is this @amazonIN ??? https://t.co/zVNRnqylUi,"[0, 26]",0,en,0,15-04-21 17:06
ShieldVoC,17696,98,08-06-19 15:40,FALSE,"Stockholm, Sweden",RT @RealJobs2: @elonmusk please help amazon to deliver this parcel. May be seller is from mars. #amazon @amazon @amazonIN @AmazonHelp 45 Da…,"[0, 140]",0,en,1,15-04-21 17:06
pavanniranjan4,1553,2259,06-04-15 2:47,FALSE,,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:06
deepalidamani,661,242,26-12-13 5:51,FALSE,,"I played this interesting Quiz on Amazon I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/e314NF7pmw 
@amazonIN  #AmazonBusinessQuiz","[0, 167]",0,en,0,15-04-21 17:05
NaraniShilpa,10,92,30-03-21 6:47,FALSE,India,"RT @LloydMathias: Tuned into #AmazonSmbhav &amp; heard MSME Minister @nitin_gadkari, highlight the importance of #ecommerce in helping #MSMEs s…","[0, 144]",0,en,8,15-04-21 17:05
Shikhas45727770,731,1482,17-03-21 8:48,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:05
rvsntweets,167,693,17-04-09 4:43,FALSE,"Bengaluru, India",@AmazonHelp @amazonIN @amazon Yes - got it rectified. Great effort by Mohana Priya (that’s your executive) - she did follow up the next day and kept giving me regular updates until I got my product- the delivery partner was a piece of work! I am happy that Amazon customer care handled it so well. Thank you!,"[30, 308]",0,en,0,15-04-21 17:04
Sujatas97239217,1048,2061,17-03-21 8:41,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:04
Anamika72332400,782,1094,19-03-21 14:11,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:04
Riyapat32910817,791,1110,19-03-21 14:08,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:04
Sulekhapatel19,407,965,17-03-21 9:01,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:04
Madhulikathaku7,384,1153,17-03-21 8:45,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:03
MalaRajpoot3,520,1374,17-03-21 8:01,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:03
reenu_kushwaha,875,1533,17-03-21 7:58,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:03
AyushiP89623999,1107,1810,15-03-21 8:05,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:03
Neetupa14040926,805,1922,17-03-21 7:55,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:03
AnoopaNiranjan,1119,1859,14-03-21 17:53,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:02
PriyaPa35980529,1291,2251,15-03-21 6:52,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:02
aarti00012,871,1854,17-03-21 7:51,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:02
PriyaPa11850485,1349,2401,14-03-21 17:47,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:02
Saanvi786,200,284,07-06-19 7:59,FALSE,"Mumbai, India","RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:02
Iam__Bitu,1115,673,23-01-18 12:31,FALSE,"मुंबई, भारत",RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:02
realNishau_,1041,533,20-12-18 10:57,FALSE,Mumbai,"RT @Swats26: Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus o…","[0, 140]",0,en,81,15-04-21 17:02
pavanniranjan4,1553,2259,06-04-15 2:47,FALSE,,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:02
deepalidamani,661,242,26-12-13 5:51,FALSE,,@amazonIN #AmazonQuiz https://t.co/dNQtKenuQC,"[0, 21]",0,und,0,15-04-21 17:01
realNishau_,1041,533,20-12-18 10:57,FALSE,Mumbai,RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:01
Saanvi786,200,284,07-06-19 7:59,FALSE,"Mumbai, India",RT @Abhishek_Mshra: Thanks to @amazonIN for hosting #AmazonSmbhav. I am looking forward to experiencing the summit &amp; join global leaders as…,"[0, 144]",0,en,77,15-04-21 17:01
GsmarenaH,32,165,10-01-20 13:18,FALSE,,"What does dual chip do?
Qualcomm Snapdragon 870 and Intelligent display chip, one enhances display performance and the other improves performance. 

1 for Performance. 1 for Display.
Launching on 26th April
Notify me on @amazonIN - https://t.co/mBoIYCmfhf

#iQOO7 #DualChipMonster https://t.co/lcSQSIl2fX","[0, 280]",0,en,0,15-04-21 17:00
Swats26,21841,434,19-05-10 9:50,TRUE,Delhi & London,"Highlighting importance of #ecommerce at #AmazonSmbhav, Hon'ble Minister @nitin_gadkari said @amazonIN should continue focus on capacity building for #MSMEs with right inputs on design, manufacturing, maintaining product quality &amp; scaling their business. @minmsme @DIPPGOI https://t.co/OqWXngS0CM","[0, 276]",82,en,81,15-04-21 17:00
HTTech,11369,192,04-08-15 9:34,TRUE,"New Delhi, India",".@amazonIN also wants to digitise 1mn offline retailers and neighbourhood stores online, on the Amazon India marketplace by 2025.

https://t.co/jWFKdd8yuH","[0, 154]",3,en,0,15-04-21 17:00
ShauvikSaha,1366,3043,30-04-15 6:04,FALSE,"Patuli, West Bengal","RT @KKRiders: 2⃣ men. 1️⃣ team. SAME goal. 

A story of change, commitment, and looking at the big picture.  

KKR Films Episode 3, out tom…","[0, 140]",0,en,198,15-04-21 16:59
thetechleaker,3,17,22-08-20 19:03,FALSE,,@IqooInd @amazonIN IQOO wali bhaiya toda 26 ko price dehk lana plz🙏🙏🙏❤️,"[19, 71]",0,et,0,15-04-21 16:59
deepalidamani,661,242,26-12-13 5:51,FALSE,,"I played this interesting Quiz on Amazon I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/HDwOCzMtqR 
@amazonIN  #Carnbikeprotectionquiz","[0, 171]",0,en,0,15-04-21 16:58
SunilKaushik14,23,218,08-06-12 11:20,FALSE,"Ooty (Coonoor), Coonoor",@SandipGhose @amazonIN @rahulroushan Which Place is this in Coonoor??,"[37, 69]",0,en,0,15-04-21 16:58
dhvanil_sheth,321,284,12-02-10 7:39,FALSE,"Mumbai, India",@subbupl @_surgeahead @MySkillmatics @amazonIN @AmitAgarwal @Sequoia_India Thanks! @subbupl,"[75, 91]",0,en,0,15-04-21 16:56
pranavharihar,177,167,30-04-10 6:16,FALSE,"Mumbai, Maharashtra","So as per @amazonIN &amp; @CMOMaharashtra face masks r not essential!this actulally shows d reason of pathetic condition of Maharashtra. 
#covidiotism #COVID19India #maharashtralockdown #CoronaPandemic #MaskUpIndia #COVIDSecondWave #Maharashtra #MaharashtraGovernment #mumbailockdown https://t.co/8yclwdTOBJ","[0, 283]",0,en,0,15-04-21 16:54
SaifurMohsin,179,53,26-04-09 11:58,FALSE,"Bangalore, India","When you get tired of refreshing @amazonIN and @ppgamecard waiting for @Sony to restock #Playstation5 in India.

https://t.co/7WpfdcHl46","[0, 136]",0,en,1,15-04-21 16:54
msrajanadar,11,119,04-11-10 2:24,FALSE,Bangalore,"@amazonIN pathetic service. . from #amazonfresh received wrong items and there is no refund or return option loss of my time and money. will not use it again 

#Bangalore","[0, 170]",0,en,0,15-04-21 16:53
Rage5488,118,492,19-05-11 16:26,FALSE,Mumbai ,RT @MadhuraMawalge: @CMOMaharashtra @OfficeofUT @amazonIN @JeffBezos https://t.co/2xE7GZsNtD,"[0, 92]",0,und,2,15-04-21 16:52
Jasveersaini19,58,427,20-06-20 11:35,FALSE,Ludhiana Punjab,RT @amazonIN: Our speakers in their #AmazonSmbhav 'Stories That Teach' session explores the possibilities of achieving the unknown by going…,"[0, 140]",0,en,17,15-04-21 16:51
